id,angle,latitude,longitude,prediction
0,-45,42.33709186072004,-83.05767606,0.003817808
0,135,42.33709186072004,-83.05767606,0.072745599
1000,0,42.32570472619555,-83.05338286,0.005336018
1000,180,42.32570472619555,-83.05338286,0.00467806
1001,225,42.33513732066342,-83.04273205,0.9470126628875732
1001,405,42.33513732066342,-83.04273205,0.054945871
1002,135,42.32738801292166,-83.04700203,0.1043308
1002,315,42.32738801292166,-83.04700203,0.015249081
1003,-45,42.33487704206596,-83.04473518,0.017589305
1003,135,42.33487704206596,-83.04473518,0.040084954
1003,180,42.33140587585565,-83.04414527,0.055275079
1003,360,42.33140587585565,-83.04414527,0.089520104
1004,180,42.32770519761998,-83.04621344,0.004390821
1004,360,42.32770519761998,-83.04621344,0.081169985
1005,225,42.32713298078894,-83.04790526,0.030716166
1005,405,42.32713298078894,-83.04790526,0.1212077960371971
1006,225,42.32724504049428,-83.04799248,0.011325485
1006,45,42.32724504049428,-83.04799248,0.020488257
1007,225,42.33221057614699,-83.04730443,0.015300384
1007,45,42.33221057614699,-83.04730443,0.4136150479316711
1008,225,42.33206600689251,-83.0471987,0.035807084
1008,405,42.33206600689251,-83.0471987,0.024720961
1009,225,42.33208816433844,-83.04626344,0.037258502
1009,405,42.33208816433844,-83.04626344,0.044758122
100,225,42.33090721302771,-83.03786307,0.027122525
100,405,42.33090721302771,-83.03786307,0.007722348
1010,225,42.33212998884056,-83.04631712,0.042468991
1010,45,42.33212998884056,-83.04631712,0.012277808
1011,180,42.33216825798748,-83.0465452,0.4544293582439422
1011,360,42.33216825798748,-83.0465452,0.020626349
1012,0,42.33216841752861,-83.04670525,0.071099408
1012,180,42.33216841752861,-83.04670525,0.343762994
1013,-45,42.33322436,-83.04531945,0.1793185919523239
1013,135,42.33322436,-83.04531945,0.6237074136734009
1014,-45,42.33239814780469,-83.03835544,0.01792771
1014,135,42.33239814780469,-83.03835544,0.6419529318809509
1015,270,42.33152146693923,-83.04702918,0.228338137
1015,90,42.33152146693923,-83.04702918,0.03234572
1016,-90,42.33135723323597,-83.04703051,0.051815588
1016,90,42.33135723323597,-83.04703051,0.022794796
1017,135,42.33099489653343,-83.04704907,0.1184834688901901
1017,315,42.33099489653343,-83.04704907,0.026468156
1018,-45,42.33084671,-83.04720339,0.075344212
1018,135,42.33084671,-83.04720339,0.03183249
1019,225,42.33109552425867,-83.04694401,0.050950509
1019,45,42.33109552425867,-83.04694401,0.025068991
101,225,42.331017752513866,-83.03794086,0.011625989
101,45,42.331017752513866,-83.03794086,0.006379943
1020,225,42.33101836963113,-83.04683424,0.078297518
1020,405,42.33101836963113,-83.04683424,0.017158879
1021,-90,42.331818984500345,-83.04621764,0.029814992
1021,90,42.331818984500345,-83.04621764,0.034169819
1022,180,42.34033774480725,-83.06335202,0.004469628
1022,360,42.34033774480725,-83.06335202,0.015050007
1023,-45,42.332512869586246,-83.03553505,0.01044421
1023,135,42.332512869586246,-83.03553505,0.01676134
1024,135,42.332656005417874,-83.03542659,0.019793956
1024,315,42.332656005417874,-83.03542659,0.010436248
1025,225,42.33846880678014,-83.04283726,0.014876257
1025,405,42.33846880678014,-83.04283726,0.008909271
1026,225,42.33856976333665,-83.04290872,0.020224234
1026,45,42.33856976333665,-83.04290872,0.005387715
1027,135,42.33807328693242,-83.0430098,0.011650639
1027,315,42.33807328693242,-83.0430098,0.03149578
1028,225,42.33977413178017,-83.06269009,0.007233151
1028,405,42.33977413178017,-83.06269009,0.066551566
1029,-45,42.33750018176145,-83.04346351,0.4760314524173736
1029,135,42.33750018176145,-83.04346351,0.030772462
1030,225,42.34011356668883,-83.0639586,0.005860788
1030,45,42.34011356668883,-83.0639586,0.008213111
1031,225,42.339493466684864,-83.0418557,0.031746291
1031,45,42.339493466684864,-83.0418557,0.014513807
1032,180,42.34011139566641,-83.06411067,0.002980435
1032,360,42.34011139566641,-83.06411067,0.020387402
1033,135,42.339237196438326,-83.04212392,0.002130696
1033,315,42.339237196438326,-83.04212392,0.1144279465079307
1034,-45,42.33894709153824,-83.04234234,0.1254314929246902
1034,135,42.33894709153824,-83.04234234,0.003537323
1035,-45,42.338656985299735,-83.04256076,0.018461503
1035,135,42.338656985299735,-83.04256076,0.003363299
1036,0,42.34013765998663,-83.06360046,0.003388825
1036,180,42.34013765998663,-83.06360046,0.00931277
1037,225,42.33680286671213,-83.04386047,0.033706043
1037,405,42.33680286671213,-83.04386047,0.046180416
1038,135,42.33573283518316,-83.04483373,0.077186443
1038,315,42.33573283518316,-83.04483373,0.1295144259929657
1039,-45,42.335568267806906,-83.04495656,0.2531964480876922
1039,135,42.335568267806906,-83.04495656,0.041229948
103,135,42.32907084166246,-83.03707552,0.005578719
103,315,42.32907084166246,-83.03707552,0.068748951
1040,135,42.32967743,-83.04706323,0.9957446455955504
1040,315,42.32967743,-83.04706323,0.8539051413536072
1041,225,42.33830174966557,-83.0448638,0.5782797932624817
1041,45,42.33830174966557,-83.0448638,0.1344106495380401
1042,225,42.33807720816813,-83.04471447,0.148612231
1042,405,42.33807720816813,-83.04471447,0.7709280252456665
1044,225,42.32884728103085,-83.03815131,0.018857006
1044,405,42.32884728103085,-83.03815131,0.065300383
1045,225,42.32903999081062,-83.0383073,0.018749699
1045,45,42.32903999081062,-83.0383073,0.074100487
1046,-90,42.33399942956201,-83.05077405,0.9819378852844238
1046,90,42.33399942956201,-83.05077405,0.9652910232543944
1047,270,42.33433146017183,-83.05077425,0.9088515639305116
1047,90,42.33433146017183,-83.05077425,0.3841516971588135
1048,0,42.33367126834386,-83.05042056,0.9937413334846495
1048,180,42.33367126834386,-83.05042056,0.095606312
1049,180,42.33367358192404,-83.05006618,0.048041299
1049,360,42.33367358192404,-83.05006618,0.034309443
104,225,42.33485544,-83.04588333,0.052893467
104,45,42.33485544,-83.04588333,0.031587902
1050,0,42.33166700450739,-83.05050454,0.428359181
1050,180,42.33166700450739,-83.05050454,0.1619085371494293
1051,180,42.331668121875616,-83.05021727,0.097732484
1051,360,42.331668121875616,-83.05021727,0.8708859086036682
1052,225,42.34123959266639,-83.04465164,0.009582656
1052,45,42.34123959266639,-83.04465164,0.006352681
1053,-90,42.33499840499551,-83.05078799,0.4665048122406006
1053,90,42.33499840499551,-83.05078799,0.869411051
1054,270,42.33533028578682,-83.05080124,0.9894379377365112
1054,90,42.33533028578682,-83.05080124,0.9085603952407836
1056,135,42.33000706473712,-83.03774073,0.023331746
1056,315,42.33000706473712,-83.03774073,0.029631779
1057,225,42.341691923898914,-83.04663002,0.003835265
1057,45,42.341691923898914,-83.04663002,0.006202329
1058,225,42.33006992559138,-83.03723796,0.035941843
1058,45,42.33006992559138,-83.03723796,0.014420638
1059,225,42.32995036290932,-83.03715833,0.041814391
